SERVICIO	I / O	VARIABLE	TIPO_DATO	LONGITUD	CARDINALIDAD	CAMPO	DESCRIPCION	PATH	VALOR	Observacion
AsignarMedio	IN	nombreOperacion	string					asig:AsignarMedioProcesoExpress:Request:DataHeader:nombreOperacion	AsignarMedioProcesoExpress	
AsignarMedio	IN	total	int					asig:AsignarMedioProcesoExpress:Request:DataHeader:total	370003	
AsignarMedio	IN	jornada	short					asig:AsignarMedioProcesoExpress:Request:DataHeader:jornada	0	
AsignarMedio	IN	canal	short					asig:AsignarMedioProcesoExpress:Request:DataHeader:canal	37	
AsignarMedio	IN	modoDeOperacion	short					asig:AsignarMedioProcesoExpress:Request:DataHeader:modoDeOperacion	0	
AsignarMedio	IN	usuario	string					asig:AsignarMedioProcesoExpress:Request:DataHeader:usuario	Mbaas	
AsignarMedio	IN	perfil	short					asig:AsignarMedioProcesoExpress:Request:DataHeader:perfil	0	
AsignarMedio	IN	versionServicio	string					asig:AsignarMedioProcesoExpress:Request:DataHeader:versionServicio	3.0.0	
AsignarMedio	IN	idTransaccion	string					asig:AsignarMedioProcesoExpress:Request:DataHeader:idTransaccion	1591397391	
AsignarMedio	IN	idSesion	string					asig:AsignarMedioProcesoExpress:Request:Data:idSesion		
AsignarMedio	IN	codIdioma	string					asig:AsignarMedioProcesoExpress:Request:Data:codIdioma		
AsignarMedio	IN	valOrigen	string					asig:AsignarMedioProcesoExpress:Request:Data:valOrigen		
AsignarMedio	IN	codPais	string					asig:AsignarMedioProcesoExpress:Request:Data:codPais		
AsignarMedio	IN	valTipoCliente	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionCliente:valTipoCliente	C	
AsignarMedio	IN	codTipoIdCliente	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionCliente:codTipoIdCliente	1	
AsignarMedio	IN	valIdCliente	long					asig:AsignarMedioProcesoExpress:Request:Data:InformacionCliente:valIdCliente	19207329	
AsignarMedio	IN	valPrimerNombre	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionCliente:valPrimerNombre	ROBERTO	
AsignarMedio	IN	valSegundoNombre	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionCliente:valSegundoNombre		
AsignarMedio	IN	valPrimerApellido	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionCliente:valPrimerApellido	LIZARAZO	
AsignarMedio	IN	valSegundoApellido	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionCliente:valSegundoApellido	MEJIA	
AsignarMedio	IN	valDireccionCorreoElecronico	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionCliente:valDireccionCorreoElecronico	pruebaslabdavi@gmail.com	
AsignarMedio	IN	valNumeroCelular	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionCliente:valNumeroCelular	3001231234	
AsignarMedio	IN	codigoConvenio	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:codigoConvenio	TMOM	
AsignarMedio	IN	indicadorGeneradorPlastico	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:indicadorGeneradorPlastico	CP	
AsignarMedio	IN	codOficina	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:codOficina	100000000000	
AsignarMedio	IN	codigoProducto	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:codigoProducto		
AsignarMedio	IN	cupoTotalDecisor	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:cupoTotalDecisor	2000000	
AsignarMedio	IN	cupoTotalInmediato	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:cupoTotalInmediato	0	
AsignarMedio	IN	numeroSolicitud	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:numeroSolicitud	35893	
AsignarMedio	IN	valOrigenTerminal	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:valOrigenTerminal	TARJETA_MOVIL	
AsignarMedio	IN	codigoOficina	int					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:codigoOficina	0	
AsignarMedio	IN	codigoAgenteVendedor	int					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:codigoAgenteVendedor	0	
AsignarMedio	IN	direccionCorrespondencia	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:direccionCorrespondencia	KR 15 # 8346 AP 707	
AsignarMedio	IN	ciudadCorrespondencia	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:ciudadCorrespondencia	16911001	
AsignarMedio	IN	modalidadExtractos	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:modalidadExtractos	1	
AsignarMedio	IN	usoFuturo1	long					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:usoFuturo1	0	
AsignarMedio	IN	usoFuturo2	long					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:usoFuturo2	0	
AsignarMedio	IN	usoFuturo3	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:usoFuturo3		
AsignarMedio	IN	usoFuturo4	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:usoFuturo4		
AsignarMedio	IN	valIndicadorEntregaOficina	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:valIndicadorEntregaOficina	0	
AsignarMedio	IN	valOficinaEntregaTC	string					asig:AsignarMedioProcesoExpress:Request:Data:InformacionTarjeta:valOficinaEntregaTC	0	
AsignarMedio	OUT	nombreOperacion	string					NS2:AsignarMedioProcesoExpressResponse:Response:DataHeader:nombreOperacion	AsignarMedioProcesoExpress	
AsignarMedio	OUT	total	int					NS2:AsignarMedioProcesoExpressResponse:Response:DataHeader:total	370003	
AsignarMedio	OUT	caracterAceptacion	string					NS2:AsignarMedioProcesoExpressResponse:Response:DataHeader:caracterAceptacion	B	
AsignarMedio	OUT	ultimoMensaje	short					NS2:AsignarMedioProcesoExpressResponse:Response:DataHeader:ultimoMensaje	0	
AsignarMedio	OUT	idTransaccion	string					NS2:AsignarMedioProcesoExpressResponse:Response:DataHeader:idTransaccion	1591397391	
AsignarMedio	OUT	codMsgRespuesta	short					NS2:AsignarMedioProcesoExpressResponse:Response:DataHeader:codMsgRespuesta	0	
AsignarMedio	OUT	msgRespuesta	string					NS2:AsignarMedioProcesoExpressResponse:Response:DataHeader:msgRespuesta	Transacción procesada	
AsignarMedio	OUT	numeroDeTarjeta	long					NS2:AsignarMedioProcesoExpressResponse:Response:Data:numeroDeTarjeta	5471301426417516	
AsignarMedio	OUT	codMsgRespuesta	short					NS2:AsignarMedioProcesoExpressResponse:Response:Data:CreacionTC:codMsgRespuesta	0	
AsignarMedio	OUT	msgRespuesta	string					NS2:AsignarMedioProcesoExpressResponse:Response:Data:CreacionTC:msgRespuesta		
AsignarMedio	OUT	codMsgRespuesta	short					NS2:AsignarMedioProcesoExpressResponse:Response:Data:RedistribucionCuposAutorizador:codMsgRespuesta	0	
AsignarMedio	OUT	msgRespuesta	string					NS2:AsignarMedioProcesoExpressResponse:Response:Data:RedistribucionCuposAutorizador:msgRespuesta		
AsignarMedio	OUT	codMsgRespuesta	short					NS2:AsignarMedioProcesoExpressResponse:Response:Data:RedistribucionCuposStratus:codMsgRespuesta	0	
AsignarMedio	OUT	msgRespuesta	string					NS2:AsignarMedioProcesoExpressResponse:Response:Data:RedistribucionCuposStratus:msgRespuesta		
AsignarMedio	OUT	codMsgRespuesta	short					NS2:AsignarMedioProcesoExpressResponse:Response:Data:CrearRPR:codMsgRespuesta	0	
AsignarMedio	OUT	msgRespuesta	string					NS2:AsignarMedioProcesoExpressResponse:Response:Data:CrearRPR:msgRespuesta		
AsignarMedio	OUT	codMsgRespuesta	short					NS2:AsignarMedioProcesoExpressResponse:Response:Data:PrimeraCompra:codMsgRespuesta		
AsignarMedio	OUT	msgRespuesta	string					NS2:AsignarMedioProcesoExpressResponse:Response:Data:PrimeraCompra:msgRespuesta	Ha ocurrido un Error No Esperado en el ESB	
CompraCarteraTC	IN	nombreOperacion	string					com:CompraCarteraTC:Request:DataHeader:nombreOperacion	CompraCarteraTC	
CompraCarteraTC	IN	total	int					com:CompraCarteraTC:Request:DataHeader:total	0	
CompraCarteraTC	IN	jornada	short					com:CompraCarteraTC:Request:DataHeader:jornada	0	
CompraCarteraTC	IN	canal	short					com:CompraCarteraTC:Request:DataHeader:canal	37	
CompraCarteraTC	IN	modoDeOperacion	string					com:CompraCarteraTC:Request:DataHeader:modoDeOperacion	0	
CompraCarteraTC	IN	usuario	string					com:CompraCarteraTC:Request:DataHeader:usuario	Mbaas	
CompraCarteraTC	IN	perfil	short					com:CompraCarteraTC:Request:DataHeader:perfil	0	
CompraCarteraTC	IN	versionServicio	string					com:CompraCarteraTC:Request:DataHeader:versionServicio	2.0.0	
CompraCarteraTC	IN	idTransaccion	string					com:CompraCarteraTC:Request:DataHeader:idTransaccion	1591136637	
CompraCarteraTC	IN	idSesion	string					com:CompraCarteraTC:Request:Data:idSesion	472c02d0-a51e-11ea-a709-fd13624c734d	
CompraCarteraTC	IN	codIdioma	string					com:CompraCarteraTC:Request:Data:codIdioma	ES	
CompraCarteraTC	IN	valOrigen	string					com:CompraCarteraTC:Request:Data:valOrigen	0	
CompraCarteraTC	IN	codPais	string					com:CompraCarteraTC:Request:Data:codPais	CO	
CompraCarteraTC	IN	codTerminalMetodoCaptura	short					com:CompraCarteraTC:Request:Data:codTerminalMetodoCaptura	10	
CompraCarteraTC	IN	codTerminal	string					com:CompraCarteraTC:Request:Data:codTerminal	INTERNET	
CompraCarteraTC	IN	codOperacion	string					com:CompraCarteraTC:Request:Data:codOperacion	C	
CompraCarteraTC	IN	codTipoServicio	string					com:CompraCarteraTC:Request:Data:codTipoServicio	CP	
CompraCarteraTC	IN	codOficina	string					com:CompraCarteraTC:Request:Data:codOficina	1	
CompraCarteraTC	IN	codMoneda	string					com:CompraCarteraTC:Request:Data:codMoneda	170	
CompraCarteraTC	IN	codTipoIdentificacion	string					com:CompraCarteraTC:Request:Data:codTipoIdentificacion	1	
CompraCarteraTC	IN	idNumeroIdentificacion	string					com:CompraCarteraTC:Request:Data:idNumeroIdentificacion	43076441	
CompraCarteraTC	IN	valValorTotalCompra	decimal					com:CompraCarteraTC:Request:Data:valValorTotalCompra	3617000	
CompraCarteraTC	IN	numeroSolicitud	string					com:CompraCarteraTC:Request:Data:numeroSolicitud	34844	
CompraCarteraTC	IN	codComportamientoServicioProducto	string					com:CompraCarteraTC:Request:Data:codComportamientoServicioProducto	CB	
CompraCarteraTC	IN	valNumeroProductoPAN	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasPropias:TarjetasCompraCarteraPropia:valNumeroProductoPAN	4283920089235948	
CompraCarteraTC	IN	fecVencimiento	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasPropias:TarjetasCompraCarteraPropia:fecVencimiento	2607	
CompraCarteraTC	IN	valPlazo	short					com:CompraCarteraTC:Request:Data:ListadoTarjetasPropias:TarjetasCompraCarteraPropia:valPlazo	43	
CompraCarteraTC	IN	valDisponibleOriginalTC	decimal					com:CompraCarteraTC:Request:Data:ListadoTarjetasPropias:TarjetasCompraCarteraPropia:valDisponibleOriginalTC	3617000	
CompraCarteraTC	IN	codTipoProducto	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasPropias:TarjetasCompraCarteraPropia:codTipoProducto	TC	
CompraCarteraTC	IN	codComericio	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasPropias:TarjetasCompraCarteraPropia:codComericio	888888888	
CompraCarteraTC	IN	valCompraCartera	decimal					com:CompraCarteraTC:Request:Data:ListadoTarjetasPropias:TarjetasCompraCarteraPropia:valCompraCartera	1617000	
CompraCarteraTC	IN	TarjetaPropiaBanco	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasPropias:TarjetasCompraCarteraPropia:TarjetaPropiaBanco	S1111110066102901	
CompraCarteraTC	IN	valNumTarjetaDataCredito	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasPropias:TarjetasCompraCarteraPropia:valNumTarjetaDataCredito		
CompraCarteraTC	IN	valNumeroProductoPAN	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasSector:TarjetasCompraCarteraExterna:valNumeroProductoPAN	1111110066102901	
CompraCarteraTC	IN	fecVencimiento	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasSector:TarjetasCompraCarteraExterna:fecVencimiento	2503	
CompraCarteraTC	IN	valPlazo	short					com:CompraCarteraTC:Request:Data:ListadoTarjetasSector:TarjetasCompraCarteraExterna:valPlazo	36	
CompraCarteraTC	IN	valDisponibleOriginalTC	decimal					com:CompraCarteraTC:Request:Data:ListadoTarjetasSector:TarjetasCompraCarteraExterna:valDisponibleOriginalTC	500000	
CompraCarteraTC	IN	codTipoProducto	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasSector:TarjetasCompraCarteraExterna:codTipoProducto	TC	
CompraCarteraTC	IN	codComericio	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasSector:TarjetasCompraCarteraExterna:codComericio	888888888	
CompraCarteraTC	IN	valCompraCartera	decimal					com:CompraCarteraTC:Request:Data:ListadoTarjetasSector:TarjetasCompraCarteraExterna:valCompraCartera	3617000	
CompraCarteraTC	IN	TarjetaPropiaBanco	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasSector:TarjetasCompraCarteraExterna:TarjetaPropiaBanco	N	
CompraCarteraTC	IN	valNumTarjetaDataCredito	string					com:CompraCarteraTC:Request:Data:ListadoTarjetasSector:TarjetasCompraCarteraExterna:valNumTarjetaDataCredito		
CompraCarteraTC	OUT	nombreOperacion	string					com:CompraCarteraTCResponse:Response:DataHeader:nombreOperacion	CompraCarteraTC	
CompraCarteraTC	OUT	total	int					com:CompraCarteraTCResponse:Response:DataHeader:total	0	
CompraCarteraTC	OUT	caracterAceptacion	string					com:CompraCarteraTCResponse:Response:DataHeader:caracterAceptacion	M	
CompraCarteraTC	OUT	ultimoMensaje	short					com:CompraCarteraTCResponse:Response:DataHeader:ultimoMensaje	1	
CompraCarteraTC	OUT	idTransaccion	string					com:CompraCarteraTCResponse:Response:DataHeader:idTransaccion	1591136637	
CompraCarteraTC	OUT	codMsgRespuesta	int					com:CompraCarteraTCResponse:Response:DataHeader:codMsgRespuesta	61	
CompraCarteraTC	OUT	msgRespuesta	string					com:CompraCarteraTCResponse:Response:DataHeader:msgRespuesta		
CompraCarteraTC	OUT	codOperacion	string					com:CompraCarteraTCResponse:Response:Data:codOperacion		
CompraCarteraTC	OUT	codTipoIdentificacion	string					com:CompraCarteraTCResponse:Response:Data:codTipoIdentificacion		
CompraCarteraTC	OUT	idNumeroIdentificacion	string					com:CompraCarteraTCResponse:Response:Data:idNumeroIdentificacion		
CompraCarteraTC	OUT	valAhorroTotal	decimal					com:CompraCarteraTCResponse:Response:Data:valAhorroTotal		
CompraCarteraTC	OUT	valTasaInteresComercial	decimal					com:CompraCarteraTCResponse:Response:Data:valTasaInteresComercial		
CompraCarteraTC	OUT	valCantidadTarjetasEnviadas	int					com:CompraCarteraTCResponse:Response:Data:valCantidadTarjetasEnviadas		
CompraCarteraTC	OUT	idNumeroProducto	string					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:idNumeroProducto		
CompraCarteraTC	OUT	codRespuesta	string					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:RespuestaAutorizador:codRespuesta		
CompraCarteraTC	OUT	fecVencimiento	string					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:RespuestaAutorizador:fecVencimiento		
CompraCarteraTC	OUT	valPlazo	short					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:RespuestaAutorizador:valPlazo		
CompraCarteraTC	OUT	valMontoTransaccion	decimal					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:RespuestaAutorizador:valMontoTransaccion		
CompraCarteraTC	OUT	valTasaInteresCompraCartera	decimal					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:RespuestaFACT:valTasaInteresCompraCartera		
CompraCarteraTC	OUT	valEstadoFACT	long					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:RespuestaFACT:valEstadoFACT		
CompraCarteraTC	OUT	valEstadoHomologacionPostilion	string					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:RespuestaFACT:valEstadoHomologacionPostilion		
CompraCarteraTC	OUT	valUtilizacionTarjetaCompraCartera	decimal					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:RespuestaFACT:valUtilizacionTarjetaCompraCartera		
CompraCarteraTC	OUT	codMonedaAplicacion	string					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:RespuestaFACT:codMonedaAplicacion		
CompraCarteraTC	OUT	valDisponibleOrigenTarjetaPostilion	decimal					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:RespuestaFACT:valDisponibleOrigenTarjetaPostilion		
CompraCarteraTC	OUT	valDisponibleActualTarjetaCalculadoRedistruibucion	decimal					com:CompraCarteraTCResponse:Response:Data:CuposProductos:Productos:RespuestaFACT:valDisponibleActualTarjetaCalculadoRedistruibucion		
ConsProdCompraCartera	IN	nombreOperacion	string					con:consProdCompraCartera:Request:DataHeader:nombreOperacion	consProdCompraCartera	
ConsProdCompraCartera	IN	total	int					con:consProdCompraCartera:Request:DataHeader:total	0	
ConsProdCompraCartera	IN	jornada	string					con:consProdCompraCartera:Request:DataHeader:jornada	0	
ConsProdCompraCartera	IN	canal	short					con:consProdCompraCartera:Request:DataHeader:canal	37	
ConsProdCompraCartera	IN	modoDeOperacion	short					con:consProdCompraCartera:Request:DataHeader:modoDeOperacion	1	
ConsProdCompraCartera	IN	usuario	string					con:consProdCompraCartera:Request:DataHeader:usuario	Mbaas	
ConsProdCompraCartera	IN	perfil	string					con:consProdCompraCartera:Request:DataHeader:perfil	0	
ConsProdCompraCartera	IN	versionServicio	string					con:consProdCompraCartera:Request:DataHeader:versionServicio	1.0.0	
ConsProdCompraCartera	IN	idTransaccion	string					con:consProdCompraCartera:Request:DataHeader:idTransaccion	1591396147	
ConsProdCompraCartera	IN	idSesion	string					con:consProdCompraCartera:Request:Data:idSesion		
ConsProdCompraCartera	IN	codIdioma	string					con:consProdCompraCartera:Request:Data:codIdioma		
ConsProdCompraCartera	IN	valOrigen	string					con:consProdCompraCartera:Request:Data:valOrigen		
ConsProdCompraCartera	IN	codPais	string					con:consProdCompraCartera:Request:Data:codPais		
ConsProdCompraCartera	IN	numAplicacionOrigen	short					con:consProdCompraCartera:Request:Data:numAplicacionOrigen	37	
ConsProdCompraCartera	IN	valUsuario	string					con:consProdCompraCartera:Request:Data:valUsuario	1	
ConsProdCompraCartera	IN	valIpOrigen	string					con:consProdCompraCartera:Request:Data:valIpOrigen	2800:484:4c81:6200:bd41:9e86:e37b:9169	
ConsProdCompraCartera	IN	numTipoIdentificacion	short					con:consProdCompraCartera:Request:Data:numTipoIdentificacion	1	
ConsProdCompraCartera	IN	numNumeroIdentificacion	long					con:consProdCompraCartera:Request:Data:numNumeroIdentificacion	19207329	
ConsProdCompraCartera	IN	valPrimerApellido	string					con:consProdCompraCartera:Request:Data:valPrimerApellido	LIZARAZO	
ConsProdCompraCartera	IN	numNumeroSolicitud	string					con:consProdCompraCartera:Request:Data:numNumeroSolicitud	35893	
ConsProdCompraCartera	IN	numIndicadorTipoOperacion	short					con:consProdCompraCartera:Request:Data:numIndicadorTipoOperacion	2	
ConsProdCompraCartera	IN	numIndicadorEnteExterno	short					con:consProdCompraCartera:Request:Data:numIndicadorEnteExterno	1	
ConsProdCompraCartera	IN	numDiasVigenciaEnteExterno	short					con:consProdCompraCartera:Request:Data:numDiasVigenciaEnteExterno	0	
ConsProdCompraCartera	IN	numCodigoProductoRprSolicitado	int					con:consProdCompraCartera:Request:Data:numCodigoProductoRprSolicitado	120	
ConsProdCompraCartera	IN	numCodigoSubProdRprSolicitado	int					con:consProdCompraCartera:Request:Data:numCodigoSubProdRprSolicitado	3510	
ConsProdCompraCartera	OUT	nombreOperacion	string					NS2:consProdCompraCarteraResponse:Response:DataHeader:nombreOperacion	consProdCompraCartera	
ConsProdCompraCartera	OUT	total	int					NS2:consProdCompraCarteraResponse:Response:DataHeader:total	0	
ConsProdCompraCartera	OUT	caracterAceptacion	string					NS2:consProdCompraCarteraResponse:Response:DataHeader:caracterAceptacion	B	
ConsProdCompraCartera	OUT	ultimoMensaje	short					NS2:consProdCompraCarteraResponse:Response:DataHeader:ultimoMensaje	1	
ConsProdCompraCartera	OUT	idTransaccion	string					NS2:consProdCompraCarteraResponse:Response:DataHeader:idTransaccion	1591396147	
ConsProdCompraCartera	OUT	codMsgRespuesta	short					NS2:consProdCompraCarteraResponse:Response:DataHeader:codMsgRespuesta	0	
ConsProdCompraCartera	OUT	msgRespuesta	string					NS2:consProdCompraCarteraResponse:Response:DataHeader:msgRespuesta		
ConsProdCompraCartera	OUT	numTipoIdentificacion	short					NS2:consProdCompraCarteraResponse:Response:Data:numTipoIdentificacion	1	
ConsProdCompraCartera	OUT	numNumeroIdentificacion	long					NS2:consProdCompraCarteraResponse:Response:Data:numNumeroIdentificacion	19207329	
ConsProdCompraCartera	OUT	numNumeroSolicitud	string					NS2:consProdCompraCarteraResponse:Response:Data:numNumeroSolicitud	35893	
ConsProdCompraCartera	OUT	numNumeroRepeticiones	short					NS2:consProdCompraCarteraResponse:Response:Data:numNumeroRepeticiones	1	
ConsProdCompraCartera	OUT	numNitEntidadFinanciera	long					NS2:consProdCompraCarteraResponse:Response:Data:productos:producto:numNitEntidadFinanciera	9000479818	
ConsProdCompraCartera	OUT	valNombreEntidadFinanciera	string					NS2:consProdCompraCarteraResponse:Response:Data:productos:producto:valNombreEntidadFinanciera	BANCO FALABELLA	
ConsProdCompraCartera	OUT	valTipoProducto	string					NS2:consProdCompraCarteraResponse:Response:Data:productos:producto:valTipoProducto	TDC	
ConsProdCompraCartera	OUT	valDescripcionProducto	string					NS2:consProdCompraCarteraResponse:Response:Data:productos:producto:valDescripcionProducto	TARJETA DE CREDITO	
ConsProdCompraCartera	OUT	numNumeroProductoInicial	string					NS2:consProdCompraCarteraResponse:Response:Data:productos:producto:numNumeroProductoInicial	80187737	
ConsProdCompraCartera	OUT	numSaldoReportadoInicial	string					NS2:consProdCompraCarteraResponse:Response:Data:productos:producto:numSaldoReportadoInicial	4737000	
ConsProdCompraCartera	OUT	numPorcentajeHaciaAbajo	short					NS2:consProdCompraCarteraResponse:Response:Data:productos:producto:numPorcentajeHaciaAbajo	5	
ConsProdCompraCartera	OUT	numPorcentajeHaciaArriba	short					NS2:consProdCompraCarteraResponse:Response:Data:productos:producto:numPorcentajeHaciaArriba	5	
ConsProdCompraCartera	OUT	numValorOriginal	long					NS2:consProdCompraCarteraResponse:Response:Data:productos:producto:numValorOriginal	0	
ConsProdCompraCartera	OUT	numValorCuota	long					NS2:consProdCompraCarteraResponse:Response:Data:productos:producto:numValorCuota	514000	
ConsProdCompraCartera	OUT	numTarjetaFranquicia	long					NS2:consProdCompraCarteraResponse:Response:Data:productos:producto:numTarjetaFranquicia		
ConsultaCambioPlazo	IN	nombreOperacion	string					ns2:ConsultaCambioPlazo:Request:DataHeader:nombreOperacion	ConsultaCambioPlazo	
ConsultaCambioPlazo	IN	total	int					ns2:ConsultaCambioPlazo:Request:DataHeader:total	250084	
ConsultaCambioPlazo	IN	jornada	short					ns2:ConsultaCambioPlazo:Request:DataHeader:jornada	1	
ConsultaCambioPlazo	IN	canal	short					ns2:ConsultaCambioPlazo:Request:DataHeader:canal	37	
ConsultaCambioPlazo	IN	modoDeOperacion	short					ns2:ConsultaCambioPlazo:Request:DataHeader:modoDeOperacion	0	
ConsultaCambioPlazo	IN	usuario	string					ns2:ConsultaCambioPlazo:Request:DataHeader:usuario	Mbaas	
ConsultaCambioPlazo	IN	perfil	short					ns2:ConsultaCambioPlazo:Request:DataHeader:perfil	0	
ConsultaCambioPlazo	IN	versionServicio	string					ns2:ConsultaCambioPlazo:Request:DataHeader:versionServicio	2.0.0	
ConsultaCambioPlazo	IN	idTransaccion	string					ns2:ConsultaCambioPlazo:Request:DataHeader:idTransaccion	1591382206	
ConsultaCambioPlazo	IN	idSesion	string					ns2:ConsultaCambioPlazo:Request:Data:idSesion		
ConsultaCambioPlazo	IN	codIdioma	string					ns2:ConsultaCambioPlazo:Request:Data:codIdioma		
ConsultaCambioPlazo	IN	valOrigen	string					ns2:ConsultaCambioPlazo:Request:Data:valOrigen		
ConsultaCambioPlazo	IN	codPais	string					ns2:ConsultaCambioPlazo:Request:Data:codPais		
ConsultaCambioPlazo	IN	codOperacion	string					ns2:ConsultaCambioPlazo:Request:Data:codOperacion	R	
ConsultaCambioPlazo	IN	valNumeroTarjeta	string					ns2:ConsultaCambioPlazo:Request:Data:valNumeroTarjeta	36032415329862	
ConsultaCambioPlazo	OUT	nombreOperacion	string					con:ConsultaCambioPlazoResponse:Response:DataHeader:nombreOperacion	ConsultaCambioPlazo	
ConsultaCambioPlazo	OUT	total	int					con:ConsultaCambioPlazoResponse:Response:DataHeader:total		
ConsultaCambioPlazo	OUT	caracterAceptacion	string					con:ConsultaCambioPlazoResponse:Response:DataHeader:caracterAceptacion	M	
ConsultaCambioPlazo	OUT	ultimoMensaje	short					con:ConsultaCambioPlazoResponse:Response:DataHeader:ultimoMensaje	1	
ConsultaCambioPlazo	OUT	idTransaccion	string					con:ConsultaCambioPlazoResponse:Response:DataHeader:idTransaccion	1591382206	
ConsultaCambioPlazo	OUT	codMsgRespuesta	short					con:ConsultaCambioPlazoResponse:Response:DataHeader:codMsgRespuesta	1	
ConsultaCambioPlazo	OUT	msgRespuesta	string					con:ConsultaCambioPlazoResponse:Response:DataHeader:msgRespuesta	Tarjeta sin parámetros de transacciones para cambio de plazo	
ConsultaCambioPlazo	OUT	codOperacion	string					con:ConsultaCambioPlazoResponse:Response:Data:codOperacion		
ConsultaCambioPlazo	OUT	valNumeroTarjeta	string					con:ConsultaCambioPlazoResponse:Response:Data:valNumeroTarjeta		
ConsultaCambioPlazo	OUT	valNumeroRegistros	int					con:ConsultaCambioPlazoResponse:Response:Data:valNumeroRegistros		
ConsultaCambioPlazo	OUT	codTipoTransaccion	string					con:ConsultaCambioPlazoResponse:Response:Data:Registros:Registro:codTipoTransaccion		
ConsultaCambioPlazo	OUT	codOrigenMovimiento	string					con:ConsultaCambioPlazoResponse:Response:Data:Registros:Registro:codOrigenMovimiento		
ConsultaCambioPlazo	OUT	valPlazoDiferido	short					con:ConsultaCambioPlazoResponse:Response:Data:Registros:Registro:valPlazoDiferido		
ConsultaCambioPlazo	OUT	fecDiferido	int					con:ConsultaCambioPlazoResponse:Response:Data:Registros:Registro:fecDiferido		
ConsultaClienteUnClick	IN	nombreOperacion	string					con:consultaClienteUnClick:Request:DataHeader:nombreOperacion	consultaClienteUnClick	
ConsultaClienteUnClick	IN	total	int					con:consultaClienteUnClick:Request:DataHeader:total	2337	
ConsultaClienteUnClick	IN	jornada	short					con:consultaClienteUnClick:Request:DataHeader:jornada	0	
ConsultaClienteUnClick	IN	canal	short					con:consultaClienteUnClick:Request:DataHeader:canal	37	
ConsultaClienteUnClick	IN	modoDeOperacion	short					con:consultaClienteUnClick:Request:DataHeader:modoDeOperacion	1	
ConsultaClienteUnClick	IN	usuario	string					con:consultaClienteUnClick:Request:DataHeader:usuario	MBaas	
ConsultaClienteUnClick	IN	perfil	short					con:consultaClienteUnClick:Request:DataHeader:perfil	0	
ConsultaClienteUnClick	IN	versionServicio	string					con:consultaClienteUnClick:Request:DataHeader:versionServicio	1.0.0	
ConsultaClienteUnClick	IN	idSesion	string					con:consultaClienteUnClick:Request:Data:idSesion		
